phase,a0_pre,j,j_rate,supercritical_gate,chi,loss_fraction,base_CS,target_CS,delta_CS,delta_CL,delta_CD,delta_CN
0.0,0.14,1.9600000000000004,2.6407884990302204,0.48979591836734704,0.22741658022669992,0.11138771276409794,0.06283185307179587,0.05583315666939866,-0.0069986964023972045,-0.0,0.0069986964023972045,0.0
0.0078125,0.14588812091929018,2.1283343825361434,2.7488220693145724,0.530149017839767,0.23308515215651254,0.12356986448880777,0.06283185307179587,0.05506772950213337,-0.0077641235696624955,-0.00013297623779253472,0.007762984743329799,0.0
0.015625,0.1517620568395473,2.303172189616998,2.849432309651373,0.5658162231603303,0.23904013011688147,0.1352527836064878,0.06283185307179587,0.05433367004468162,-0.008498183027114248,-0.0002907038176584156,0.008493209408270322,0.0
0.0234375,0.15760765693464343,2.4840173524428257,2.9415814511730254,0.5974263227200959,0.24521514536733768,0.1464979825720823,0.06283185307179587,0.05362711335551228,-0.009204739716283585,-0.00047124775783052316,0.009192668752613035,0.0
0.03125,0.1634108386419354,2.6703102185660645,3.0242674843511033,0.625511675367444,0.2515556261122875,0.1573509811376033,0.06283185307179587,0.05294519934425505,-0.009886653727540815,-0.0006727546145132001,0.009863737788330947,0.0
0.0390625,0.16915762158839168,2.861430094144151,3.0965340848881695,0.6505243996536989,0.25801596396127663,0.1678456800569799,0.06283185307179587,0.05228579796372005,-0.010546055108075818,-0.0008934030313613635,0.010508144906030102,0.0
0.046875,0.1748341612705355,3.056698394717161,3.1574802091275487,0.6728496335365365,0.26455744106766266,0.17800737727174068,0.06283185307179587,0.051647319697362123,-0.011184533374433744,-0.001131373252750128,0.011127164120600714,0.0
0.0546875,0.18042678240706642,3.2553823809766884,3.2062692656445826,0.6928164243181849,0.27114667673797954,0.18785487104336576,0.06283185307179587,0.05102858341557795,-0.011803269656217918,-0.0013848291142388662,0.011721749993143134,0.0
0.0625,0.1859220118838108,3.4566994502923882,3.2421377735005734,0.71070669742045,0.2777544353141778,0.19740193741602133,0.06283185307179587,0.050428723543984574,-0.012403129527811294,-0.0016519083050107256,0.012292632795113542,0.0
0.0703125,0.19130661121163386,3.6598219493279234,3.2644034223272413,0.7267626639094734,0.28435468851453277,0.20665837091997039,0.06283185307179587,0.0498471246740956,-0.01298472839770027,-0.0019307181112053504,0.012840385474630714,0.0
