phase,a0_pre,j,j_rate,supercritical_gate,chi,loss_fraction,base_CS,target_CS,delta_CS,delta_CL,delta_CD,delta_CN
0.0,0.14,1.9600000000000004,2.5824062231057106,0.48979591836734704,0.1641773242290659,0.08041338329586903,0.06283185307179587,0.057779331187543824,-0.005052521884252044,-0.0,0.005052521884252044,0.0
0.0078125,0.14588812091929018,2.1283343825361434,2.6933501205782875,0.530149017839767,0.1772205924153748,0.09395332300999261,0.06283185307179587,0.05692859168482504,-0.00590326138697083,-0.00010110522880040212,0.005902395508233076,0.0
0.015625,0.1517620568395473,2.303172189616998,2.7974049132936756,0.5658162231603303,0.19062275733874873,0.10785744860581895,0.06283185307179587,0.05605496970829628,-0.006776883363499589,-0.00023182200940006297,0.006772917146875135,0.0
0.0234375,0.15760765693464343,2.4840173524428257,2.893522605213242,0.5974263227200959,0.2042492923989378,0.12202390367607904,0.06283185307179587,0.055164865084773494,-0.007666987987022374,-0.0003925207023297145,0.007656933608918649,0.0
0.03125,0.1634108386419354,2.6703102185660645,2.980685857971821,0.6255116753674439,0.21799108401535688,0.13635596817761111,0.06283185307179587,0.05426435491379773,-0.008567498157998135,-0.0005829903706013853,0.008547639844722489,0.0
0.0390625,0.16915762158839168,2.861430094144151,3.0579180092493843,0.6505243996536989,0.23175850006695098,0.15076455912069503,0.06283185307179587,0.053359036444690276,-0.009472816627105592,-0.0008024842468067273,0.00943876442572836,0.0
0.046875,0.1748341612705355,3.056698394717161,3.1242928091681605,0.6728496335365364,0.2454770152053185,0.16516911972254134,0.06283185307179587,0.05245397120939129,-0.010377881862404577,-0.0010497762907269847,0.01032465019695357,0.0
0.0546875,0.18042678240706642,3.2553823809766884,3.178943780152437,0.6928164243181849,0.2590839116807198,0.17949758928900472,0.06283185307179587,0.05155368691484756,-0.011278166156948308,-0.0013232208789822745,0.01120027313814978,0.0
0.0625,0.1859220118838108,3.4566994502923882,3.221073109051197,0.71070669742045,0.2725257370031425,0.19368586650757752,0.06283185307179587,0.05066221116530829,-0.012169641906487581,-0.0016208113032486306,0.012061225263272392,0.0
0.0703125,0.19130661121163386,3.6598219493279234,3.2499599845685623,0.7267626639094734,0.28575630158728615,0.20767701097049499,0.06283185307179587,0.04978312163210799,-0.013048731439687877,-0.0019402348164111055,0.012903677035724547,0.0
0.078125,0.19656760841911974,3.863882467961239,3.2649682981330486,0.7411929559732064,0.298735064755306,0.2214203256988325,0.06283185307179587,0.04891960370037764,-0.013912249371418231,-0.0022789231254010914,0.013724328470312823,0.0
0.0859375,0.20169232930318662,4.067979569974507,3.2655536322122884,0.7541777231673101,0.3114257999692921,0.23487040075639887,0.06283185307179587,0.048074510560556,-0.01475734251123987,-0.002634097864806279,0.014520354211680598,0.0
0.09375,0.20666842796235227,4.271183911642998,3.2512694666958595,0.7658728772427574,0.3237954580863196,0.24798615912270625,0.06283185307179587,0.047250423157959,-0.015581429913836868,-0.0030028109147615606,0.015289345465715634,0.0
0.1015625,0.21148391653909202,4.472544695471363,3.2217725412538414,0.7764136374058952,0.3358131656466169,0.26072992142847823,0.06283185307179587,0.04644970895718085,-0.01638214411461502,-0.003381979576058347,0.016029250136520415,0.0
0.109375,0.2161271940996375,4.671096402938237,3.1768273194699788,0.7859174990755972,0.3474493066447879,0.27306649013382195,0.06283185307179587,0.04567457948487657,-0.0171572735869193,-0.003768416656789295,0.01673831152886191,0.0
0.1171875,0.22058707458164223,4.865865747248698,3.116309508967376,0.7944867261154032,0.3586746425986685,0.28496224253882846,0.06283185307179587,0.044927147317586735,-0.017904705754209133,-0.00415885549752454,0.01741500528554383,0.0
0.125,0.2248528137423857,5.055878784786798,3.0402086006096027,0.8022104479622786,0.36945942789544267,0.29638421315589025,0.06283185307179587,0.044209483737985146,-0.018622369333810722,-0.004549969884659394,0.018057973686256897,0.0
0.1328125,0.2289141350425951,5.240168122229946,2.9486293990903647,0.8091664281232162,0.3797724755948139,0.30729913757656685,0.06283185307179587,0.04352367881049544,-0.01930817426130043,-0.0049383886783994895,0.01866595592424348,0.0
0.140625,0.23276125440352846,5.4177801551504094,2.841792526727417,0.8154225584348692,0.38958012274021303,0.3176724204001949,0.06283185307179587,0.04287190622824906,-0.019959946843546808,-0.005320704805098181,0.019237712399716847,0.0
0.1484375,0.2363849037776774,5.5877822733981795,2.72003389196432,0.8210381237005758,0.39884503271446586,0.32746697730717983,0.06283185307179587,0.042256496067766026,-0.02057535700402984,-0.005693478013013418,0.019771940318507254,0.0
0.15625,0.23977635347630544,5.749269968639416,2.5838031238597807,0.8260648733744098,0.40752475326503185,0.3366418837028161,0.06283185307179587,0.04168001969716793,-0.021151833374627935,-0.006053230429243157,0.020267176825559816,0.0
0.1640625,0.24292743320003268,5.901373780115634,2.4336609836194896,0.8305479304887539,0.41556991903107865,0.3451507362246414,0.06283185307179587,0.04114539272570703,-0.021686460346088836,-0.0063964334218695375,0.020721684338443,0.0
0.171875,0.2458305517218026,6.043266015984586,2.2702757739032364,0.8345265627303224,0.42292194080386636,0.3529395935622875,0.06283185307179587,0.04065600438587087,-0.022175848685924995,-0.006719483462049283,0.02113331036407424,0.0
0.1796875,0.2484787151748132,6.174167189492595,2.094418776128137,0.838034836228304,0.4295099501731903,0.35994430075181655,0.06283185307179587,0.04021588565292743,-0.02261596741886844,-0.007018663420619132,0.02149931036287866,0.0
0.1875,0.2508655439013544,6.293352111692236,1.9069587551942675,0.841102169042452,0.4352466498123226,0.36608690122560505,0.06283185307179587,0.039829934682479605,-0.023001918389316263,-0.007290083716421282,0.021816116267482966,0.0
0.1953125,0.2529852878219625,6.400155585436121,1.7088555799021492,0.8437537983802221,0.4400225241669261,0.371270676138697,0.06283185307179587,0.03950422849878295,-0.02332762457301292,-0.007529594405661713,0.022079023445471132,0.0
0.203125,0.25483284028786507,6.4939776489180545,1.5011530157109405,0.8460111731110427,0.4436975322347684,0.3753730697524111,0.06283185307179587,0.03924646750600339,-0.023585385565792476,-0.007732653624820488,0.022281752179881247,0.0
0.2109375,0.2564037503833453,6.574288321064483,1.2849707543428508,0.8478922810860106,0.4460888150541219,0.37823526296319493,0.06283185307179587,0.03906663060272034,-0.02376522246907553,-0.007894127738819557,0.02241581018495321,0.0
0.21875,0.25769423364838767,6.640631805562981,1.0614957519759685,0.8494119190342279,0.44695186198595893,0.37964623880541476,0.06283185307179587,0.038977976375914124,-0.023853876695881744,-0.00800797990810197,0.022469528059435633,0.0
0.2265625,0.25870118119577373,6.692630115208853,0.8319729543339633,0.8505819113284743,0.44595046119278814,0.3793173956391763,0.06283185307179587,0.03899863820141888,-0.02383321487037699,-0.008066767413877253,0.02242653327083718,0.0
0.234375,0.25942216720066363,6.729986083508908,0.5976954928008666,0.8514112826398869,0.4426063713083238,0.376840058300206,0.06283185307179587,0.03915429389711033,-0.023677559174685538,-0.008060792529904713,0.022263208040634388,0.0
0.2421875,0.2598554547446207,6.75248573605336,0.3599944407112332,0.8519063883895781,0.43620984480562813,0.371609953468341,0.06283185307179587,0.039482911075456165,-0.023348941996339703,-0.007976582429715785,0.021944184311347398,0.0
0.25,0.26,6.760000000000001,0.12022822314625614,0.8520710059171598,0.4256480377462751,0.3626823516891338,0.06283185307179587,0.04004384883873082,-0.022788004233065047,-0.007793956473898853,0.02141371942024927,0.0
0.2578125,0.2598554547446207,6.75248573605336,0.12022822314625614,0.8519063883895781,0.41541068230268097,0.35389101405892737,0.06283185307179587,0.0405962248730165,-0.02223562819877937,-0.007596246597892139,0.020897851540729356,0.0
0.265625,0.25942216720066363,6.729986083508908,0.3599944407112332,0.8514112826398869,0.4098476670405448,0.34894892788195553,0.06283185307179587,0.040906745305556144,-0.021925107766239724,-0.007464187655305827,0.02061543725482449,0.0
0.2734375,0.25870118119577373,6.692630115208853,0.5976954928008666,0.8505819113284743,0.4076076423305347,0.3467036874855993,0.06283185307179587,0.04104781792025086,-0.021784035151545006,-0.007373186784031216,0.020498300030283873,0.0
0.28125,0.25769423364838767,6.640631805562981,0.8319729543339633,0.8494119190342279,0.4078064600557002,0.3463956678304675,0.06283185307179587,0.04106717136596533,-0.02176468170583054,-0.007306616699189025,0.020501578528670582,0.0
0.2890625,0.2564037503833453,6.574288321064483,1.0614957519759685,0.8478922810860106,0.4098335955870801,0.3474947422280109,0.06283185307179587,0.040998114484903904,-0.021833738586891964,-0.0072525439913385965,0.02059399782301711,0.0
0.296875,0.25483284028786507,6.4939776489180545,1.2849707543428508,0.8460111731110427,0.4132497092452029,0.34961387130633137,0.06283185307179587,0.0408649656780147,-0.021966887393781165,-0.007202016306144621,0.02075271314544411,0.0
0.3046875,0.2529852878219625,6.400155585436121,1.5011530157109405,0.8437537983802221,0.41772816691563486,0.35245972752547433,0.06283185307179587,0.040686155258190054,-0.022145697813605814,-0.00714809696310474,0.020960358810325697,0.0
0.3125,0.2508655439013544,6.293352111692236,1.7088555799021492,0.841102169042452,0.4230196039784201,0.3558027064537282,0.06283185307179587,0.040476109697347905,-0.022355743374447963,-0.007085289060857351,0.021203253069948233,0.0
0.3203125,0.24847871517481324,6.174167189492595,1.9069587551942675,0.838034836228304,0.4289293896746067,0.3594577708294654,0.06283185307179587,0.04024645522952363,-0.022585397842272238,-0.007009176425653771,0.02147025015056357,0.0
0.328125,0.24583055172180263,6.043266015984586,2.094418776128137,0.8345265627303224,0.4353027090119226,0.36327167349891754,0.06283185307179587,0.04000682065736648,-0.02282503241442939,-0.0069161920250133445,0.02175197445274553,0.0
0.3359375,0.24292743320003268,5.901373780115634,2.2702757739032364,0.8305479304887539,0.44201434512721205,0.3671140995917478,0.06283185307179587,0.039765393905662534,-0.023066459166133334,-0.006803464833810635,0.022040290486243563,0.0
0.34375,0.23977635347630546,5.749269968639418,2.433660983619447,0.8260648733744098,0.44896147080030135,0.37087130052663975,0.06283185307179587,0.03952932200856019,-0.023302531063235675,-0.00666871696708623,0.02232792350322707,0.0
0.3515625,0.2363849037776774,5.5877822733981795,2.5838031238598234,0.8210381237005758,0.45605842685735,0.3744413550847949,0.06283185307179587,0.03930500886510389,-0.02352684420669198,-0.006510194218265952,0.02260817926252383,0.0
0.359375,0.23276125440352846,5.4177801551504094,2.72003389196432,0.8154225584348692,0.46323284681607435,0.3777305131018312,0.06283185307179587,0.03909834497184755,-0.02373350809994832,-0.006326619583661795,0.022874730410956532,0.0
0.3671875,0.22891413504259508,5.240168122229946,2.841792526727417,0.8091664281232162,0.4704227131118176,0.3806502664767219,0.06283185307179587,0.03891489145679053,-0.02391696161500534,-0.006117163169486673,0.023121448217002207,0.0
0.375,0.22485281374238572,5.0558787847868,2.9486293990903363,0.8022104479622787,0.47757406839491706,0.38311490734225434,0.06283185307179587,0.03876003350405265,-0.024071819567743215,-0.005881424223679807,0.023342265237185047,0.0
0.3828125,0.22058707458164223,4.865865747248698,3.040208600609631,0.7944867261154032,0.48463919209504835,0.38503940507480894,0.06283185307179587,0.03863911374528378,-0.024192739326512086,-0.005619422532235139,0.02353105876336151,0.0
0.390625,0.2161271940996375,4.671096402938237,3.116309508967376,0.7859174990755972,0.49157510796381354,0.386337479458737,0.06283185307179587,0.03855755332631655,-0.024274299745479316,-0.0053315974143177056,0.023681547608739972,0.0
0.3984375,0.21148391653909204,4.472544695471365,3.1768273194699503,0.7764136374058953,0.4983423242525134,0.38691977664620203,0.06283185307179587,0.03852096651498963,-0.024310886556806237,-0.005018813241768523,0.023787196531372734,0.0
0.40625,0.20666842796235227,4.271183911642998,3.22177254125387,0.7658728772427574,0.5049037313689306,0.3866920734741272,0.06283185307179587,0.03853527352724141,-0.024296579544554456,-0.004682370915327305,0.023841123718821623,0.0
0.4140625,0.20169232930318662,4.067979569974507,3.2512694666958595,0.7541777231673101,0.5112235963063876,0.3855534478917555,0.06283185307179587,0.038606815482536784,-0.024225037589259084,-0.004324025124450269,0.023836007487080094,0.0
0.421875,0.19656760841911974,3.863882467961239,3.2655536322122884,0.7411929559732064,0.5172666011665744,0.3833943611448669,0.06283185307179587,0.038742474903786545,-0.024089378168009323,-0.003946007544717572,0.02376398882718127,0.0
0.4296875,0.19130661121163386,3.6598219493279234,3.2649682981330486,0.7267626639094734,0.522996875891856,0.38009460273949747,0.06283185307179587,0.038949804839085146,-0.02388204823271072,-0.003551056413605138,0.023616566772859154,0.0
0.4375,0.1859220118838108,3.4566994502923882,3.2499599845685623,0.71070669742045,0.528376973215656,0.37552105362711247,0.06283185307179587,0.03923716940493116,-0.023594683666864708,-0.0031424531861897476,0.023384483858148723,0.0
0.4453125,0.18042678240706644,3.25538238097669,3.2210731090511686,0.6928164243181851,0.5333667263740892,0.36952522821679235,0.06283185307179587,0.03961389822615653,-0.023217954845639335,-0.002724067210172286,0.02305759929065928,0.0
0.453125,0.1748341612705355,3.056698394717161,3.1789437801524656,0.6728496335365364,0.5379219159257319,0.3619405640019002,0.06283185307179587,0.040090456733705544,-0.022741396338090324,-0.002300409564329073,0.022624748026054374,0.0
0.4609375,0.1691576215883917,2.861430094144152,3.1242928091681463,0.650524399653699,0.5419926484482623,0.3525794422485242,0.06283185307179587,0.04067863336030086,-0.02215321971149501,-0.0018766973471917572,0.022073584907142167,0.0
0.46875,0.16341083864193545,2.6703102185660663,3.05791800924937,0.6255116753674442,0.5455213122571745,0.3412299499786319,0.06283185307179587,0.041391742991042216,-0.021440110080753652,-0.0014589297238476059,0.021390414777084345,0.0
0.4765625,0.15760765693464343,2.4840173524428257,2.9806858579718494,0.5974263227200959,0.5484399155531507,0.3276524419818388,0.06283185307179587,0.042244842978577855,-0.020587010093218013,-0.0010539768256239577,0.020560012583393714,0.0
0.484375,0.1517620568395473,2.303172189616998,2.893522605213242,0.5658162231603303,0.550666516421932,0.3115760485427136,0.06283185307179587,0.04325495256906935,-0.019576900502726514,-0.0006696819421167613,0.019565442989875195,0.0
0.4921875,0.14588812091929018,2.1283343825361434,2.7974049132936756,0.530149017839767,0.5521002965147664,0.29269542994634756,0.06283185307179587,0.04444125682262084,-0.01839059624917503,-0.0003149759632281457,0.018387898752787367,0.0
0.5,0.14000000000000004,1.960000000000001,2.693350120578277,0.48979591836734726,0.5526145639279719,0.27066835784227217,0.06283185307179587,0.045825258580665953,-0.017006594491129914,-7.27001942724379e-19,0.017006594491129914,0.0
0.5078125,0.13411187908070987,1.7985996110558946,2.5824062231057034,0.44401188910914136,0.552046504731726,0.24511521144203222,0.06283185307179587,0.04743081012080792,-0.015401042950987945,0.0002637738479209477,0.015398783956382025,0.0
0.515625,0.12823794316045276,1.6444970066023508,2.4656416712567015,0.39191132851857724,0.5501816522559441,0.21562242226217293,0.06283185307179587,0.049283896717234286,-0.013547956354561581,0.0004634452589659076,0.01354002732187227,0.0
0.5234375,0.12239234306535662,1.497988564102795,2.344135079992892,0.33243816143620575,0.5467294133375622,0.18175372097303455,0.06283185307179587,0.05141192998036598,-0.01141992309142989,0.0005846567439504062,0.011404947168046284,0.0
0.53125,0.1165891613580646,1.359303254617682,2.2189649517618086,0.26432898869115096,0.54128267687598,0.14307670257466681,0.06283185307179587,0.05384207871762736,-0.008989774354168506,0.0006117248916437609,0.00896893726122606,0.0
0.5390625,0.11084237841160835,1.2286032851942177,2.0911995107754286,0.1860676167393448,0.5332472925199421,0.09922005285189386,0.06283185307179587,0.056597673289229856,-0.006234179782566011,0.000528124977417495,0.006211769600490876,0.0
0.546875,0.10516583872946456,1.1059853635671746,1.9618867460326896,0.09582890249590303,0.5217099317389363,0.04999489017975475,0.06283185307179587,0.05969058147768094,-0.003141271594114925,0.00031775582782284025,0.003125158949858062,0.0
0.5546875,0.09957321759293361,0.9914825661809702,1.8320447581792703,0.0,0.5056586045977619,0.0,0.06229668692152984,0.06229668692152984,0.0,-0.0,-0.0,0.0
0.5625,0.09407798811618925,0.8850667847989846,1.7026525021117696,0.0,0.49010112487508356,0.0,0.05561038618121657,0.05561038618121657,0.0,-0.0,-0.0,0.0
